,id,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,dc_date_bin
420,1723,new,4.Bronze,2.Rest of US,,p1,3,4,3,0,18.0,No Nice have skill,1810.0,No Nice have skill,7.4,40,0,0.0
422,1755,new,2.Gold,3.Top 30 GDP,DevOps,p0,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,4.7,40,0,0.0
423,1819,new,3.Silver,2.Rest of US,DevOps,p0,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,13.0,40,0,0.0
424,1820,new,3.Silver,2.Rest of US,Web Backend,p1,4,2,2,2,0.0,0,538.0,5.0,13.0,40,0,0.0
425,1821,new,4.Bronze,2.Rest of US,,p1,5,6,2,3,1410.0,2.0,10025.0,997.0,7.4,40,0,0.0
434,7804,new,4.Bronze,1.Bay Area,Full Stack,p0,5,5,3,2,50.0,0,8078.0,107.0,,40,0,0.0
438,8599,new,4.Bronze,2.Rest of US,Other,p0,5,6,5,0,0.0,No Nice have skill,21.0,No Nice have skill,7.4,40,0,0.0
439,5308,new,4.Bronze,2.Rest of US,Other,p1,2,3,2,0,270.0,No Nice have skill,3629.0,No Nice have skill,13.0,40,0,0.0
440,6198,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,3,4,2,1,6.0,8.0,271.0,666.0,7.4,40,0,0.0
442,6067,new,4.Bronze,2.Rest of US,Backend Systems,p2,7,5,3,4,2.0,0,49.0,0,7.4,40,0,0.0
443,6085,new,4.Bronze,4.Others,Full Stack,p1,3,2,2,1,264.0,0,3296.0,4263.0,0.5,40,0,0.0
444,6427,new,4.Bronze,2.Rest of US,Backend Systems,p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,7.4,40,0,0.0
445,6433,new,4.Bronze,2.Rest of US,Backend Systems,p0,4,3,4,0,0.0,No Nice have skill,24.0,No Nice have skill,7.4,40,0,1.0
446,6452,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,5,4,3,2,0.0,0,172.0,117.0,7.4,40,0,1.0
447,6490,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,1,1,1,0,4228.0,No Nice have skill,13071.0,No Nice have skill,11.5,40,0,0.0
448,6630,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,4,1,3,3545.0,15.0,9460.0,1624.0,7.4,40,0,0.0
449,7146,new,4.Bronze,2.Rest of US,Mobile,p1,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,7.4,35,0,0.0
450,6125,new,4.Bronze,2.Rest of US,Mobile,p1,2,2,1,1,873.0,0,1501.0,1088.0,7.4,35,0,0.0
451,6160,new,4.Bronze,2.Rest of US,,p0,3,3,2,1,772.0,148.0,4504.0,11204.0,7.4,40,0,0.0
452,6162,new,4.Bronze,4.Others,Full Stack,p0,4,5,3,1,86.0,645.0,3833.0,1558.0,0.5,40,0,0.0
453,6163,new,4.Bronze,4.Others,Fullstack (BE-heavy),p0,4,6,4,0,36.0,No Nice have skill,2319.0,No Nice have skill,0.5,40,0,0.0
454,6237,new,4.Bronze,2.Rest of US,Full Stack,p0,8,7,2,6,0.0,0,32.0,0,7.4,40,0,0.0
455,6282,new,4.Bronze,2.Rest of US,Full Stack,p0,5,6,2,3,0.0,0,3279.0,76.0,7.4,40,0,0.0
456,6299,new,4.Bronze,1.Bay Area,Full Stack,p0,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,11.5,40,0,0.0
457,6312,new,4.Bronze,2.Rest of US,,p0,3,3,2,1,1410.0,0,10025.0,1311.0,7.4,40,0,0.0
459,6331,new,4.Bronze,1.Bay Area,,p0,3,4,2,1,106.0,0,1924.0,1088.0,11.5,40,0,0.0
460,6335,new,4.Bronze,2.Rest of US,,p0,4,4,2,2,317.0,178.0,2132.0,11545.0,7.4,40,0,0.0
462,6381,new,4.Bronze,4.Others,Web Frontend,p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,0.5,,0,0.0
464,6589,new,4.Bronze,2.Rest of US,Web Frontend,p0,5,5,4,1,0.0,8.0,52.0,666.0,7.4,40,0,0.0
465,6598,new,4.Bronze,2.Rest of US,Full Stack,p1,9,8,3,6,22.0,0,5016.0,0,7.4,40,0,0.0
466,6613,new,4.Bronze,2.Rest of US,Full Stack,p0,7,7,6,1,0.0,1028.0,43.0,5976.0,7.4,40,0,0.0
467,6618,new,4.Bronze,2.Rest of US,Full Stack,p0,5,7,4,1,2.0,0,3236.0,1987.0,7.4,40,0,1.0
470,6692,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p0,10,6,5,5,0.0,0,23.0,0,23.4,40,0,0.0
471,6689,new,2.Gold,2.Rest of US,Data Engineering,p0,5,3,3,2,0.0,0,41.0,890.0,23.4,40,0,0.0
474,6691,new,2.Gold,2.Rest of US,Data Engineering,p0,8,3,4,4,0.0,0,4.0,2.0,23.4,40,0,0.0
475,7307,new,2.Gold,2.Rest of US,Data Engineering,p0,7,7,3,4,84.0,0,3377.0,2.0,23.4,40,0,0.0
476,6728,new,4.Bronze,2.Rest of US,Data Engineering,p0,3,3,3,0,0.0,No Nice have skill,175.0,No Nice have skill,7.4,40,0,0.0
477,6729,new,4.Bronze,2.Rest of US,Full Stack,p0,6,7,3,3,167.0,0,1415.0,49.0,7.4,40,0,0.0
478,6734,new,4.Bronze,2.Rest of US,Web Frontend,p0,2,2,2,0,317.0,No Nice have skill,2132.0,No Nice have skill,7.4,40,0,0.0
479,6743,new,3.Silver,2.Rest of US,Other,p0,2,1,1,1,873.0,0,1877.0,1137.0,7.4,40,0,0.0
480,6739,new,3.Silver,2.Rest of US,Backend Systems,p1,5,4,3,2,0.0,3.0,0.0,154.0,7.4,40,0,0.0
481,6756,new,4.Bronze,1.Bay Area,Backend Systems,p1,8,5,4,4,0.0,0,0.0,0,11.5,40,0,0.0
482,6823,new,4.Bronze,2.Rest of US,Machine Learning,p0,5,5,2,3,1370.0,0,6141.0,20.0,7.4,40,0,0.0
483,6833,new,4.Bronze,2.Rest of US,Web Frontend,p1,12,7,7,5,0.0,0,0.0,178.0,7.4,40,0,0.0
484,6845,new,4.Bronze,2.Rest of US,Full Stack,p0,3,4,2,1,347.0,1028.0,4202.0,5976.0,7.4,40,0,0.0
485,6897,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,6,9,4,2,8.0,12.0,1350.0,461.0,7.4,40,0,0.0
486,6894,new,4.Bronze,2.Rest of US,Full Stack,p0,8,10,5,3,8.0,0,1224.0,454.0,7.4,40,0,0.0
487,6943,new,4.Bronze,2.Rest of US,Full Stack,p0,7,6,4,3,0.0,0,3.0,0,7.4,40,0,0.0
488,6941,new,4.Bronze,2.Rest of US,Full Stack,p0,6,6,3,3,2.0,0,159.0,0,7.4,40,0,0.0
489,6983,new,4.Bronze,2.Rest of US,Full Stack,p0,12,9,4,8,0.0,0,352.0,0,7.4,40,0,0.0
490,6985,new,4.Bronze,1.Bay Area,Mobile,p2,5,5,3,2,0.0,0,39.0,71.0,11.5,40,0,0.0
491,6994,new,3.Silver,1.Bay Area,QA,p0,5,3,3,2,0.0,0,32.0,4.0,14.7,40,0,0.0
492,9249,existing,3.Silver,2.Rest of US,Mobile,p0,4,2,3,1,2.0,0,8.0,216.0,6.5,40,0,1.0
493,7853,existing,3.Silver,2.Rest of US,Full Stack,p0,11,7,3,8,0.0,0,158.0,0,13.0,40,0,0.0
494,7480,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,13.0,,0,1.0
495,7016,new,3.Silver,2.Rest of US,Web Frontend,p0,6,4,2,4,478.0,0,1932.0,6.0,13.0,40,0,0.0
496,7015,new,3.Silver,2.Rest of US,Data Engineering,p0,4,2,2,2,0.0,6922.0,1.0,7167.0,13.0,40,0,0.0
497,7018,new,3.Silver,2.Rest of US,Full Stack,p0,5,6,4,1,13.0,8.0,124.0,666.0,13.0,40,0,1.0
498,7967,existing,3.Silver,2.Rest of US,Full Stack,p0,8,6,4,4,0.0,0,7.0,17.0,13.0,40,0,1.0
499,7848,existing,3.Silver,2.Rest of US,Full Stack,p0,5,4,4,1,0.0,0,68.0,4317.0,13.0,40,0,1.0
500,7120,new,3.Silver,2.Rest of US,Web Frontend,p0,6,4,2,4,478.0,0,1932.0,6.0,13.0,40,0,1.0
501,8082,existing,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,4,6,3,1,54.0,1028.0,5624.0,5976.0,6.5,40,0,0.0
503,7023,new,4.Bronze,2.Rest of US,Full Stack,p0,7,7,3,4,144.0,0,236.0,3.0,7.4,40,0,0.0
504,7062,new,3.Silver,2.Rest of US,Full Stack,p0,10,8,5,5,0.0,0,37.0,0,13.0,40,0,0.0
505,7066,new,4.Bronze,1.Bay Area,Full Stack,p0,5,7,5,0,1.0,No Nice have skill,1076.0,No Nice have skill,11.5,40,0,0.0
506,7111,new,4.Bronze,2.Rest of US,Full Stack,p2,5,6,3,2,4.0,49.0,131.0,1692.0,7.4,40,0,0.0
507,8745,new,4.Bronze,2.Rest of US,Mobile,p0,6,7,2,4,19.0,9.0,325.0,2063.0,7.4,40,0,1.0
508,8255,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,8,9,3,5,141.0,0,529.0,57.0,3.9,40,0,1.0
509,7117,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,9,9,3,6,141.0,0,529.0,15.0,7.4,40,0,1.0
510,7118,new,4.Bronze,2.Rest of US,Mobile,p0,6,2,1,5,1442.0,0,4615.0,7.0,7.4,40,0,0.0
511,8342,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,8,9,3,5,141.0,0,529.0,57.0,3.9,40,0,1.0
512,7153,new,4.Bronze,1.Bay Area,Backend Systems,p0,8,7,4,4,0.0,0,168.0,2.0,11.5,40,0,0.0
513,7169,new,4.Bronze,2.Rest of US,Full Stack,p0,5,5,3,2,0.0,0,1392.0,1937.0,7.4,40,0,0.0
514,7221,new,4.Bronze,2.Rest of US,Full Stack,p0,10,9,4,6,0.0,0,3.0,11.0,7.4,40,0,0.0
515,7263,new,4.Bronze,2.Rest of US,Full Stack,p0,10,5,6,4,0.0,0,12.0,0,7.4,40,0,0.0
516,7286,new,4.Bronze,2.Rest of US,Backend Systems,p0,2,2,2,0,0.0,No Nice have skill,25.0,No Nice have skill,7.4,40,0,0.0
517,7265,new,4.Bronze,2.Rest of US,Backend Systems,p0,3,3,3,0,0.0,No Nice have skill,12.0,No Nice have skill,7.4,40,0,0.0
518,7298,new,4.Bronze,2.Rest of US,Backend Systems,p0,4,5,2,2,1479.0,92.0,6563.0,430.0,7.4,40,0,0.0
519,7345,new,4.Bronze,2.Rest of US,Full Stack,p0,9,4,2,7,62.0,0,1219.0,0,7.4,40,0,0.0
520,7347,new,4.Bronze,2.Rest of US,Full Stack,p0,8,4,2,6,62.0,0,1219.0,0,7.4,40,0,0.0
521,7346,new,4.Bronze,2.Rest of US,Full Stack,p0,8,4,2,6,62.0,0,1219.0,0,7.4,40,0,0.0
522,7349,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p0,6,7,3,3,112.0,0,3814.0,2.0,1.5,40,0,0.0
523,7836,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p0,8,5,5,3,0.0,0,7.0,16.0,11.5,40,0,0.0
524,7837,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p0,8,10,4,4,2.0,5.0,500.0,1964.0,11.5,40,0,0.0
525,7351,new,4.Bronze,1.Bay Area,Full Stack,p1,5,4,4,1,0.0,0,117.0,302.0,11.5,40,0,0.0
527,7353,new,4.Bronze,2.Rest of US,Full Stack,p0,6,3,3,3,0.0,0,700.0,11.0,7.4,40,0,0.0
528,7382,new,3.Silver,1.Bay Area,DevOps,p0,10,6,4,6,0.0,0,19.0,2.0,14.7,40,0,0.0
530,7471,new,4.Bronze,1.Bay Area,Backend Systems,p0,12,12,3,9,0.0,0,68.0,0,11.5,40,0,0.0
531,7503,new,4.Bronze,2.Rest of US,Backend Systems,p1,10,9,6,4,0.0,0,11.0,0,7.4,40,0,0.0
532,7521,new,4.Bronze,2.Rest of US,Full Stack,p0,5,5,4,1,11.0,5048.0,214.0,15171.0,7.4,40,0,0.0
533,8029,existing,4.Bronze,2.Rest of US,Full Stack,p0,2,1,2,0,0.0,No Nice have skill,5.0,No Nice have skill,3.9,40,0,0.0
534,7524,new,4.Bronze,2.Rest of US,Full Stack,p0,2,1,2,0,0.0,No Nice have skill,5.0,No Nice have skill,7.4,40,0,1.0
535,7914,existing,4.Bronze,2.Rest of US,Full Stack,p0,6,1,4,2,0.0,0,1.0,27.0,7.4,40,0,0.0
536,7559,new,4.Bronze,2.Rest of US,UI/UX Developer,p1,7,2,3,4,0.0,0,93.0,0,7.4,40,0,0.0
537,7589,new,4.Bronze,2.Rest of US,Full Stack,p1,4,4,2,2,1479.0,0,6563.0,354.0,7.4,40,0,0.0
538,7610,new,2.Gold,2.Rest of US,Full Stack,p0,8,2,4,4,0.0,0,13.0,2.0,23.4,40,0,0.0
539,7621,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,10,12,4,6,13.0,0,828.0,29.0,7.4,40,0,0.0
540,8150,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,2,3,0,0.0,No Nice have skill,163.0,No Nice have skill,7.4,40,0,1.0
541,7634,new,4.Bronze,2.Rest of US,Mobile,p0,8,8,5,3,0.0,2.0,82.0,500.0,7.4,40,0,0.0
542,7660,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,2,3,2,0,769.0,No Nice have skill,2672.0,No Nice have skill,23.4,40,0,0.0
543,7663,new,4.Bronze,2.Rest of US,Backend Systems,p0,3,3,3,0,5.0,No Nice have skill,764.0,No Nice have skill,7.4,40,0,0.0
544,7796,new,4.Bronze,2.Rest of US,Mobile,p0,9,5,7,2,0.0,178.0,24.0,11545.0,7.4,40,0,0.0
545,7826,new,4.Bronze,2.Rest of US,Mobile,p1,5,2,5,0,0.0,No Nice have skill,31.0,No Nice have skill,7.4,40,0,0.0
547,7829,new,4.Bronze,1.Bay Area,Web Frontend,p2,2,4,2,0,0.0,No Nice have skill,2410.0,No Nice have skill,11.5,40,0,0.0
548,7835,new,4.Bronze,1.Bay Area,Mobile,p2,5,5,4,1,6.0,1442.0,200.0,4615.0,11.5,40,0,0.0
549,8920,new,2.Gold,1.Bay Area,Web Frontend,p0,5,5,5,0,0.0,No Nice have skill,492.0,No Nice have skill,11.5,40,0,0.0
550,7838,new,4.Bronze,2.Rest of US,Backend Systems,p0,6,4,5,1,0.0,148.0,4.0,11204.0,7.4,40,0,0.0
551,7893,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p0,4,2,3,1,0.0,873.0,44.0,1877.0,1.5,40,0,0.0
552,8158,new,4.Bronze,1.Bay Area,Full Stack,p0,3,3,3,0,0.0,No Nice have skill,305.0,No Nice have skill,11.5,40,0,1.0
553,7938,new,4.Bronze,1.Bay Area,Full Stack,p0,4,4,3,1,0.0,148.0,305.0,11204.0,11.5,40,0,0.0
554,7939,new,4.Bronze,2.Rest of US,DevOps,p2,3,2,3,0,0.0,No Nice have skill,36.0,No Nice have skill,7.4,40,0,0.0
555,7942,new,3.Silver,1.Bay Area,Backend Systems,p1,6,6,2,4,76.0,0,428.0,190.0,14.7,40,0,0.0
556,7956,new,4.Bronze,2.Rest of US,Full Stack,p1,6,2,3,3,878.0,0,2598.0,2.0,7.4,40,0,0.0
557,7996,new,4.Bronze,2.Rest of US,Mobile,p0,5,4,3,2,0.0,0,282.0,180.0,7.4,40,0,0.0
558,8001,new,4.Bronze,2.Rest of US,Full Stack,p0,9,8,3,6,96.0,0,2019.0,0,7.4,40,0,0.0
559,8058,new,4.Bronze,2.Rest of US,Full Stack,p1,7,4,5,2,0.0,0,4.0,180.0,7.4,40,0,0.0
560,8084,new,4.Bronze,4.Others,Fullstack (FE-heavy),p0,5,3,2,3,26.0,0,110.0,3.0,0.5,40,0,0.0
561,8110,new,3.Silver,2.Rest of US,QA,p2,3,2,3,0,0.0,No Nice have skill,27.0,No Nice have skill,13.0,40,0,0.0
562,8107,new,3.Silver,2.Rest of US,Full Stack,p1,6,6,3,3,68.0,0,1856.0,2.0,13.0,40,0,0.0
563,8181,new,4.Bronze,2.Rest of US,Full Stack,p0,3,2,3,0,0.0,No Nice have skill,191.0,No Nice have skill,7.4,40,0,0.0
564,8182,new,4.Bronze,2.Rest of US,Mobile,p0,3,2,3,0,0.0,No Nice have skill,335.0,No Nice have skill,7.4,40,0,0.0
565,8224,new,4.Bronze,1.Bay Area,Full Stack,p0,3,3,3,0,0.0,No Nice have skill,218.0,No Nice have skill,11.5,40,0,0.0
566,8252,new,4.Bronze,2.Rest of US,Full Stack,p0,4,4,2,2,292.0,0,2184.0,494.0,7.4,40,0,0.0
567,8282,new,4.Bronze,2.Rest of US,Other,p0,4,1,3,1,0.0,0,96.0,930.0,7.4,40,0,1.0
568,8409,new,4.Bronze,2.Rest of US,Other,p0,3,4,3,0,0.0,No Nice have skill,10.0,No Nice have skill,7.4,40,0,1.0
569,8283,new,4.Bronze,2.Rest of US,Full Stack,p0,4,5,2,2,321.0,1375.0,4523.0,6140.0,7.4,40,0,0.0
570,8295,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,1,0,1,0,0.0,No Nice have skill,367.0,No Nice have skill,7.4,40,0,0.0
571,8293,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,2,4,0,0.0,No Nice have skill,2.0,No Nice have skill,7.4,40,0,0.0
572,8339,new,4.Bronze,4.Others,,,1,1,1,0,509.0,No Nice have skill,915.0,No Nice have skill,0.5,40,0,0.0
573,8369,new,4.Bronze,3.Top 30 GDP,Full Stack,p0,4,5,4,0,170.0,No Nice have skill,900.0,No Nice have skill,1.5,40,0,0.0
574,8535,new,4.Bronze,1.Bay Area,Machine Learning,p1,6,8,4,2,0.0,105.0,350.0,12001.0,11.5,40,0,0.0
575,8602,new,4.Bronze,3.Top 30 GDP,DevOps,p1,5,5,5,0,0.0,No Nice have skill,32.0,No Nice have skill,1.5,40,0,1.0
576,8726,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,4,5,3,1,105.0,1864.0,618.0,6410.0,11.5,40,0,1.0
577,8775,new,4.Bronze,2.Rest of US,UI/UX Developer,p0,7,1,4,3,0.0,0,1.0,0,7.4,40,0,0.0
578,8805,new,4.Bronze,3.Top 30 GDP,Mobile,p0,5,3,4,1,0.0,0,10.0,1094.0,1.5,40,0,0.0
579,8894,new,4.Bronze,2.Rest of US,Full Stack,p0,7,9,3,4,0.0,0,6.0,200.0,7.4,40,0,0.0
580,8885,new,4.Bronze,2.Rest of US,Full Stack,p0,7,9,3,4,0.0,0,9.0,200.0,7.4,40,0,0.0
581,8891,new,2.Gold,2.Rest of US,Full Stack,p0,7,7,7,0,0.0,No Nice have skill,7.0,No Nice have skill,7.4,40,0,0.0
582,8952,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,5,4,3,2,0.0,0,163.0,3.0,7.4,40,0,0.0
583,8995,new,4.Bronze,2.Rest of US,Web Frontend,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,7.4,,0,0.0
584,8987,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,7,7,6,1,0.0,0,6.0,733.0,7.4,40,0,0.0
585,9235,new,3.Silver,1.Bay Area,Full Stack,p0,4,1,4,0,0.0,No Nice have skill,0.0,No Nice have skill,11.5,40,0,0.0
587,278,new,4.Bronze,1.Bay Area,Mobile,,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,3.9,40,0,1.0
592,73,new,2.Gold,1.Bay Area,,,1,0,1,0,0.0,No Nice have skill,517.0,No Nice have skill,7.4,,0,1.0
598,515,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,,40,0,0.0
599,785,existing,4.Bronze,1.Bay Area,Web Frontend,p0,1,2,1,0,436.0,No Nice have skill,21126.0,No Nice have skill,3.9,,0,1.0
602,409,new,5.Unknown,3.Top 30 GDP,Other,,1,0,1,0,0.0,No Nice have skill,76.0,No Nice have skill,,20,0,0.0
603,679,new,5.Unknown,2.Rest of US,Full Stack,p0,3,4,2,1,1410.0,3467.0,10025.0,8821.0,,40,0,0.0
605,173,existing,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,3,4,1,2,645.0,1479.0,1558.0,6563.0,3.9,40,0,1.0
607,772,new,5.Unknown,2.Rest of US,Mobile,,3,3,1,2,1513.0,424.0,3385.0,6139.0,,40,0,0.0
608,16,new,4.Bronze,1.Bay Area,,,2,3,2,0,81.0,No Nice have skill,1994.0,No Nice have skill,7.4,,0,1.0
615,316,new,5.Unknown,3.Top 30 GDP,Fullstack (BE-heavy),,5,7,4,1,17.0,540.0,4251.0,3841.0,,40,0,0.0
616,375,new,5.Unknown,,Fullstack (BE-heavy),,3,1,2,1,0.0,1620.0,20.0,6514.0,,40,0,0.0
617,554,existing,4.Bronze,2.Rest of US,Mobile,p2,1,1,1,0,1513.0,No Nice have skill,3385.0,No Nice have skill,3.9,20,0,1.0
618,900,existing,4.Bronze,2.Rest of US,Mobile,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,3.9,40,0,1.0
619,939,existing,4.Bronze,1.Bay Area,Web Frontend,,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,5.85,,0,0.0
620,165,existing,4.Bronze,2.Rest of US,,p0,5,2,3,2,0.0,509.0,489.0,234.0,3.9,40,0,1.0
623,328,new,5.Unknown,1.Bay Area,Web Frontend,p0,2,4,2,0,85.0,No Nice have skill,3844.0,No Nice have skill,,40,0,0.0
624,463,new,5.Unknown,2.Rest of US,Mobile,p0,4,5,3,1,7.0,3467.0,154.0,8821.0,,40,0,0.0
628,98,existing,2.Gold,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,6.5,,0,1.0
630,652,new,5.Unknown,2.Rest of US,Web Frontend,p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,,,0,0.0
633,302,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,,40,0,0.0
634,315,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),,3,4,3,0,0.0,No Nice have skill,261.0,No Nice have skill,,40,0,0.0
637,471,new,5.Unknown,1.Bay Area,Fullstack (BE-heavy),p0,4,1,4,0,0.0,No Nice have skill,0.0,No Nice have skill,,,0,0.0
638,536,new,5.Unknown,2.Rest of US,DevOps,p0,2,3,2,0,0.0,No Nice have skill,391.0,No Nice have skill,,40,0,0.0
639,721,new,5.Unknown,,Mobile,,4,4,2,2,873.0,0,581.0,557.0,,,0,0.0
641,568,existing,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,2,1,2,0,1864.0,No Nice have skill,379.0,No Nice have skill,3.9,40,0,1.0
642,666,new,2.Gold,1.Bay Area,Full Stack,p1,4,4,3,1,168.0,3467.0,1838.0,8821.0,22.2,40,0,1.0
644,422,new,5.Unknown,2.Rest of US,Web Frontend,,3,5,3,0,7.0,No Nice have skill,596.0,No Nice have skill,,40,0,0.0
645,542,new,5.Unknown,3.Top 30 GDP,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,,40,0,0.0
646,1041,new,4.Bronze,2.Rest of US,Web Backend,,2,0,2,0,0.0,No Nice have skill,7.0,No Nice have skill,7.4,,0,0.0
647,566,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,3,4,3,0,199.0,No Nice have skill,3046.0,No Nice have skill,7.4,,0,1.0
652,567,existing,4.Bronze,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,3.9,40,0,1.0
653,888,new,5.Unknown,,Web Frontend,,3,4,3,0,157.0,No Nice have skill,2234.0,No Nice have skill,,40,0,0.0
656,553,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),p0,5,7,5,0,0.0,No Nice have skill,171.0,No Nice have skill,,40,0,0.0
657,1055,existing,5.Unknown,2.Rest of US,Full Stack,p0,6,10,5,1,0.0,821.0,5.0,4228.0,,,0,0.0
659,52,new,5.Unknown,2.Rest of US,,,2,2,1,1,714.0,2728.0,4022.0,9668.0,,,0,1.0
662,444,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,4,6,4,0,0.0,No Nice have skill,261.0,No Nice have skill,3.9,,0,0.0
663,560,new,4.Bronze,,Fullstack (FE-heavy),p1,3,4,3,0,33.0,No Nice have skill,2205.0,No Nice have skill,7.4,,0,1.0
664,678,new,5.Unknown,3.Top 30 GDP,Full Stack,p1,4,5,4,0,128.0,No Nice have skill,1886.0,No Nice have skill,,40,0,0.0
668,430,new,5.Unknown,2.Rest of US,Web Frontend,,4,5,4,0,29.0,No Nice have skill,6025.0,No Nice have skill,,,0,0.0
669,504,new,5.Unknown,3.Top 30 GDP,Web Frontend,,1,1,1,0,533.0,No Nice have skill,2888.0,No Nice have skill,,40,0,0.0
670,747,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),,4,6,2,2,1410.0,88.0,10025.0,6539.0,,40,0,0.0
671,1023,new,4.Bronze,2.Rest of US,Mobile,,2,2,2,0,237.0,No Nice have skill,223.0,No Nice have skill,7.4,40,0,1.0
672,466,existing,5.Unknown,3.Top 30 GDP,Web Frontend,p1,4,2,4,0,0.0,No Nice have skill,24.0,No Nice have skill,,40,0,0.0
673,514,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),,3,4,3,0,0.0,No Nice have skill,336.0,No Nice have skill,,20,0,0.0
674,620,existing,4.Bronze,2.Rest of US,Web Backend,p0,2,1,2,0,0.0,No Nice have skill,3035.0,No Nice have skill,3.9,,0,0.0
679,696,new,5.Unknown,2.Rest of US,Full Stack,,6,8,6,0,3.0,No Nice have skill,345.0,No Nice have skill,,,0,0.0
680,925,new,4.Bronze,2.Rest of US,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,7.4,,0,1.0
683,821,new,5.Unknown,2.Rest of US,Full Stack,p0,5,6,5,0,0.0,No Nice have skill,49.0,No Nice have skill,,40,0,0.0
684,894,new,5.Unknown,2.Rest of US,Full Stack,,6,10,5,1,0.0,821.0,5.0,4228.0,,40,0,1.0
687,65,new,4.Bronze,2.Rest of US,,,4,4,2,2,114.0,0,7232.0,1455.0,7.4,,0,1.0
689,516,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),p0,5,7,4,1,5.0,9808.0,103.0,17893.0,,,0,0.0
690,602,new,5.Unknown,2.Rest of US,Web Backend,p0,2,3,2,0,185.0,No Nice have skill,724.0,No Nice have skill,,40,0,0.0
693,486,new,5.Unknown,2.Rest of US,Web Frontend,,2,4,2,0,38.0,No Nice have skill,7920.0,No Nice have skill,,,0,0.0
694,1065,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,4,4,0,0.0,No Nice have skill,1.0,No Nice have skill,7.4,40,0,0.0
697,660,existing,4.Bronze,2.Rest of US,Full Stack,p1,3,4,3,0,199.0,No Nice have skill,3046.0,No Nice have skill,3.9,40,0,0.0
698,953,new,5.Unknown,2.Rest of US,Full Stack,,5,4,4,1,0.0,369.0,54.0,4093.0,,20,0,0.0
