,id,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,dc_date_bin
8563,5439,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,3,3,0,128.0,No Nice have skill,1963.0,No Nice have skill,7.4,40,0,0.0
8564,5441,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,6,6,3,3,50.0,0,8078.0,0,7.4,40,0,0.0
8566,5444,new,4.Bronze,1.Bay Area,Mobile,p1,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.5,40,0,0.0
8567,5468,new,3.Silver,2.Rest of US,Web Frontend,p1,4,5,3,1,38.0,645.0,6538.0,1558.0,13.0,40,0,0.0
8568,7984,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,3,4,1,2,4251.0,178.0,15643.0,4163.0,13.0,40,0,0.0
8571,5528,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,5,6,3,2,11.0,0,147.0,1731.0,13.0,40,0,1.0
8572,6095,existing,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,5,6,3,2,11.0,0,147.0,1731.0,13.0,40,0,0.0
8573,5856,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,5,6,3,2,11.0,0,147.0,1731.0,13.0,40,0,1.0
8574,5529,new,2.Gold,2.Rest of US,DevOps,p1,4,4,2,2,16.0,0,5134.0,1270.0,23.4,40,0,1.0
8576,5727,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,5,6,3,2,141.0,360.0,10156.0,710.0,13.0,40,0,0.0
8577,5726,new,3.Silver,2.Rest of US,Mobile,p1,2,2,2,0,284.0,No Nice have skill,2078.0,No Nice have skill,13.0,40,0,1.0
8578,5725,new,3.Silver,2.Rest of US,Mobile,p1,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,13.0,40,0,0.0
8579,5786,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p1,4,1,3,1,0.0,0,16.0,667.0,1.5,40,0,0.0
8580,5871,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,3,4,3,0,197.0,No Nice have skill,1964.0,No Nice have skill,13.0,40,0,0.0
8581,5862,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,5,3,2,2.0,463.0,1166.0,2712.0,13.0,40,0,0.0
8583,6420,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p1,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,14.7,40,0,0.0
8585,5970,new,3.Silver,3.Top 30 GDP,Fullstack (BE-heavy),p1,2,1,1,1,752.0,0,1103.0,235.0,2.6,40,0,0.0
8586,5988,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p1,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,14.7,40,0,0.0
8587,6015,new,4.Bronze,1.Bay Area,Data Engineering,p1,3,3,2,1,0.0,6922.0,213.0,16794.0,11.5,40,0,0.0
8588,6039,new,2.Gold,1.Bay Area,Fullstack (BE-heavy),p1,4,5,2,2,2921.0,279.0,4939.0,2333.0,22.2,40,0,0.0
8589,6071,new,3.Silver,2.Rest of US,Data Engineering,p1,4,3,3,1,3.0,0,3.0,58.0,13.0,40,0,0.0
8590,6070,new,3.Silver,2.Rest of US,Data Engineering,p1,4,3,3,1,1.0,0,257.0,58.0,13.0,40,0,0.0
8591,6084,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,4,5,3,1,96.0,4251.0,562.0,15643.0,23.4,40,0,1.0
8592,6900,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,4,5,3,1,96.0,4251.0,562.0,15643.0,13.0,40,0,1.0
8593,5951,new,3.Silver,4.Others,Fullstack (BE-heavy),p1,2,2,2,0,1156.0,No Nice have skill,7630.0,No Nice have skill,0.9,40,0,0.0
8594,5950,new,3.Silver,4.Others,DevOps,p1,5,4,2,3,0.0,0,891.0,214.0,0.9,40,0,0.0
8595,5952,new,3.Silver,4.Others,Fullstack (BE-heavy),p1,3,4,3,0,34.0,No Nice have skill,374.0,No Nice have skill,0.9,40,0,0.0
8596,6268,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,2,2,2,0,0.0,No Nice have skill,273.0,No Nice have skill,7.4,40,0,1.0
8597,6305,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p1,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,23.4,40,0,0.0
8598,6303,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p1,2,1,2,0,0.0,No Nice have skill,32.0,No Nice have skill,23.4,40,0,0.0
8600,6719,new,2.Gold,1.Bay Area,Backend Systems,p1,1,1,1,0,1125.0,No Nice have skill,6892.0,No Nice have skill,22.2,40,0,0.0
8601,6568,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p1,4,6,3,1,15.0,1442.0,506.0,4615.0,23.4,40,0,0.0
8602,6717,new,2.Gold,3.Top 30 GDP,Full Stack,p1,3,5,3,0,54.0,No Nice have skill,5624.0,No Nice have skill,4.7,40,0,0.0
8603,6718,new,2.Gold,1.Bay Area,Fullstack (FE-heavy),p1,5,8,3,2,2.0,2921.0,792.0,10631.0,22.2,40,0,0.0
8606,6726,new,3.Silver,2.Rest of US,Mobile,p1,2,1,2,0,873.0,No Nice have skill,607.0,No Nice have skill,13.0,40,0,0.0
8607,6818,new,4.Bronze,4.Others,Fullstack (BE-heavy),p1,4,4,2,2,637.0,0,3865.0,1270.0,0.5,40,0,0.0
8608,6791,new,4.Bronze,4.Others,Fullstack (FE-heavy),p1,5,6,3,2,28.0,0,102.0,742.0,0.5,40,0,0.0
8609,6790,new,4.Bronze,4.Others,Fullstack (FE-heavy),p1,5,6,3,2,28.0,0,102.0,742.0,0.5,40,0,0.0
8610,6819,new,4.Bronze,4.Others,QA,p1,3,1,2,1,0.0,0,375.0,147.0,0.5,40,0,0.0
8612,6817,new,4.Bronze,4.Others,Fullstack (BE-heavy),p1,4,4,2,2,637.0,0,3865.0,1270.0,0.5,40,0,0.0
8613,6811,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p1,5,6,3,2,29.0,47.0,7220.0,1896.0,11.5,40,0,0.0
8614,6847,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p2,2,3,1,1,645.0,4251.0,1558.0,15643.0,23.4,40,0,0.0
8616,6930,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,2,2,2,0,0.0,No Nice have skill,196.0,No Nice have skill,7.4,40,0,0.0
8618,6978,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,6,3,1,18.0,436.0,38.0,21126.0,7.4,40,0,0.0
8622,7106,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,3,3,0,0.0,No Nice have skill,325.0,No Nice have skill,7.4,40,0,0.0
8623,7107,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,2,3,2,0,5.0,No Nice have skill,1093.0,No Nice have skill,7.4,40,0,0.0
8626,7113,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,7.4,40,0,0.0
8627,7112,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,3,2,2,262.0,0,2369.0,15.0,7.4,40,0,1.0
8628,7150,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,2,1,2,645.0,0,1558.0,281.0,7.4,40,0,0.0
8629,7222,new,4.Bronze,4.Others,Fullstack (BE-heavy),p1,4,2,3,1,0.0,64.0,89.0,377.0,0.5,40,0,0.0
8630,7229,new,4.Bronze,2.Rest of US,Mobile,p1,1,1,1,0,1513.0,No Nice have skill,3385.0,No Nice have skill,7.4,40,0,0.0
8631,7284,new,4.Bronze,2.Rest of US,Full Stack,p1,5,4,4,1,4.0,0,27.0,1761.0,7.4,40,0,0.0
8633,7364,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,1,0,1,0,0.0,No Nice have skill,6732.0,No Nice have skill,13.0,40,0,0.0
8634,7449,new,2.Gold,2.Rest of US,DevOps,p1,5,7,3,2,16.0,512.0,4646.0,276.0,23.4,40,0,0.0
8635,8064,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,1,1,1,0,4228.0,No Nice have skill,13071.0,No Nice have skill,7.4,40,0,0.0
8636,8541,new,4.Bronze,2.Rest of US,Backend Systems,p1,6,6,4,2,235.0,52.0,138.0,3999.0,7.4,40,0,1.0
8637,7461,new,4.Bronze,2.Rest of US,Backend Systems,p1,2,3,2,0,428.0,No Nice have skill,4925.0,No Nice have skill,7.4,40,0,0.0
8638,8061,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,4,4,2,2,38.0,0,7302.0,51.0,7.4,40,0,0.0
8639,7460,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,4,3,3,1,0.0,0,573.0,1225.0,7.4,40,0,0.0
8640,8060,new,4.Bronze,2.Rest of US,Cloud - Solutions Architecture,p0,2,1,2,0,0.0,No Nice have skill,18.0,No Nice have skill,7.4,40,0,0.0
8641,7467,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,5,5,3,2,1.0,0,60.0,134.0,7.4,40,0,0.0
8642,7473,new,2.Gold,2.Rest of US,Backend Systems,p1,2,1,2,0,752.0,No Nice have skill,656.0,No Nice have skill,23.4,40,0,0.0
8643,7543,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,7,3,2,0.0,1.0,2.0,865.0,13.0,40,0,0.0
8644,7904,new,2.Gold,2.Rest of US,Backend Systems,p1,3,3,3,0,17.0,No Nice have skill,1185.0,No Nice have skill,23.4,40,0,1.0
8645,8217,existing,2.Gold,2.Rest of US,Backend Systems,p1,3,3,3,0,17.0,No Nice have skill,1185.0,No Nice have skill,23.4,40,0,1.0
8646,7545,new,2.Gold,2.Rest of US,Backend Systems,p1,3,3,3,0,17.0,No Nice have skill,1185.0,No Nice have skill,23.4,40,0,1.0
8647,7905,new,2.Gold,2.Rest of US,Backend Systems,p1,3,3,3,0,17.0,No Nice have skill,1185.0,No Nice have skill,23.4,40,0,1.0
8648,7769,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,4,2,1,574.0,515.0,5797.0,1299.0,7.4,,0,0.0
8649,7770,new,4.Bronze,2.Rest of US,Full Stack,p1,4,3,1,3,0.0,3.0,302.0,34.0,7.4,,0,0.0
8650,7903,new,4.Bronze,2.Rest of US,PM,p1,4,2,2,2,0.0,0,262.0,27.0,7.4,40,0,0.0
8651,7928,new,4.Bronze,2.Rest of US,DevOps,p1,2,3,1,1,1656.0,4251.0,549.0,15643.0,7.4,40,0,1.0
8652,8085,new,4.Bronze,2.Rest of US,Other,p1,4,1,3,1,0.0,0,24.0,302.0,7.4,40,0,0.0
8653,8086,new,4.Bronze,2.Rest of US,Backend Systems,p1,4,2,3,1,0.0,821.0,0.0,4228.0,7.4,40,0,0.0
8654,8184,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,4,3,1,201.0,3188.0,645.0,8619.0,7.4,40,0,0.0
8655,8202,new,4.Bronze,2.Rest of US,Full Stack,p1,4,5,3,1,33.0,4251.0,989.0,15643.0,7.4,40,0,0.0
8657,8398,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,4,3,3,1,0.0,0,144.0,755.0,13.0,40,0,0.0
8658,8449,new,4.Bronze,2.Rest of US,Web Frontend,p1,6,5,3,3,122.0,0,1768.0,25.0,7.4,40,0,0.0
8661,7459,new,2.Gold,2.Rest of US,Other,,1,1,1,1,1416.0,1416.0,1155.0,1155.0,,,0,0.0
8668,7573,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,4,2,4,0,0.0,No Nice have skill,70.0,No Nice have skill,11.5,40,0,0.0
8669,7579,existing,3.Silver,1.Bay Area,Full Stack,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,14.7,,0,0.0
8670,5755,new,3.Silver,1.Bay Area,Machine Learning,p0,3,2,2,1,7.0,0,2480.0,1311.0,14.7,40,0,0.0
8671,5754,new,3.Silver,1.Bay Area,Machine Learning,p0,5,2,4,1,0.0,148.0,10.0,11204.0,14.7,40,0,1.0
8672,5307,new,2.Gold,3.Top 30 GDP,Other,p0,1,1,1,0,1513.0,No Nice have skill,3385.0,No Nice have skill,4.7,40,0,1.0
8673,5305,new,2.Gold,3.Top 30 GDP,Full Stack,p0,9,8,3,6,21.0,0,381.0,64.0,4.7,40,0,1.0
8674,8331,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,4,7,2,2,579.0,1410.0,1081.0,10025.0,13.0,40,0,0.0
8675,5343,new,3.Silver,4.Others,Backend Systems,p0,2,3,2,0,99.0,No Nice have skill,1361.0,No Nice have skill,0.9,40,0,0.0
8676,5368,new,4.Bronze,3.Top 30 GDP,Mobile,p0,2,2,2,0,62.0,No Nice have skill,715.0,No Nice have skill,1.5,40,0,1.0
8677,5429,new,4.Bronze,2.Rest of US,Other,p0,2,1,2,0,0.0,No Nice have skill,229.0,No Nice have skill,7.4,40,0,0.0
8678,5424,new,4.Bronze,2.Rest of US,Web Frontend,p0,4,6,3,1,2.0,515.0,792.0,1299.0,7.4,40,0,0.0
8679,5451,new,4.Bronze,1.Bay Area,Full Stack,p0,9,12,7,2,0.0,185.0,16.0,1593.0,11.5,40,0,0.0
8680,5535,new,4.Bronze,1.Bay Area,DevOps,p0,5,3,5,0,0.0,No Nice have skill,31.0,No Nice have skill,11.5,40,0,0.0
8681,5537,new,4.Bronze,1.Bay Area,Data Engineering,p0,4,5,4,0,18.0,No Nice have skill,143.0,No Nice have skill,11.5,40,0,0.0
8682,5536,new,4.Bronze,1.Bay Area,Full Stack,p0,8,5,8,0,0.0,No Nice have skill,0.0,No Nice have skill,11.5,40,0,0.0
8683,5482,new,3.Silver,3.Top 30 GDP,Machine Learning,p0,6,5,5,1,0.0,148.0,286.0,11204.0,2.6,40,0,0.0
8684,5483,new,3.Silver,3.Top 30 GDP,Other,p0,6,1,6,0,0.0,No Nice have skill,0.0,No Nice have skill,2.6,40,0,0.0
8685,5481,new,3.Silver,3.Top 30 GDP,Full Stack,p0,8,9,7,1,5.0,1656.0,1386.0,243.0,2.6,40,0,0.0
8688,5554,new,4.Bronze,2.Rest of US,Web Frontend,p0,3,3,3,0,0.0,No Nice have skill,132.0,No Nice have skill,7.4,40,0,0.0
8692,5747,new,2.Gold,3.Top 30 GDP,Fullstack (FE-heavy),p0,9,8,2,7,1479.0,0,6563.0,16.0,4.7,40,0,0.0
8693,5621,new,2.Gold,3.Top 30 GDP,Fullstack (FE-heavy),p0,7,8,2,5,1479.0,0,6563.0,93.0,4.7,40,0,0.0
8695,5398,new,4.Bronze,1.Bay Area,Full Stack,p0,4,5,4,0,0.0,No Nice have skill,26.0,No Nice have skill,11.5,40,0,0.0
8697,5406,new,4.Bronze,3.Top 30 GDP,Backend Systems,p0,8,6,2,6,44.0,0,353.0,0,1.5,40,0,0.0
8698,5407,new,4.Bronze,1.Bay Area,Web Frontend,p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,11.5,40,0,0.0
8699,5677,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,14.7,40,0,0.0
8700,8240,new,3.Silver,4.Others,Full Stack,p0,4,4,4,0,0.0,No Nice have skill,102.0,No Nice have skill,0.9,40,0,0.0
8701,5688,new,3.Silver,4.Others,Full Stack,p0,4,4,4,0,0.0,No Nice have skill,102.0,No Nice have skill,0.9,40,0,0.0
8702,5689,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,4,5,4,0,2.0,No Nice have skill,1104.0,No Nice have skill,13.0,20,0,1.0
8703,5690,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p0,3,4,3,0,71.0,No Nice have skill,2012.0,No Nice have skill,1.5,40,0,0.0
8704,5758,new,2.Gold,1.Bay Area,Fullstack (BE-heavy),p0,4,7,4,0,3.0,No Nice have skill,1317.0,No Nice have skill,22.2,40,0,1.0
8705,8062,new,4.Bronze,3.Top 30 GDP,Mobile,p0,3,4,2,1,19.0,1442.0,442.0,4615.0,1.5,40,0,0.0
8706,8063,new,4.Bronze,3.Top 30 GDP,,,2,3,2,0,19.0,No Nice have skill,442.0,No Nice have skill,1.5,,0,0.0
8707,8237,new,4.Bronze,3.Top 30 GDP,Mobile,p0,2,3,2,0,19.0,No Nice have skill,442.0,No Nice have skill,1.5,40,0,1.0
8708,5759,new,4.Bronze,3.Top 30 GDP,Web Frontend,p0,2,3,2,0,19.0,No Nice have skill,442.0,No Nice have skill,1.5,40,0,0.0
8709,8065,new,4.Bronze,3.Top 30 GDP,Mobile,p0,2,3,2,0,19.0,No Nice have skill,442.0,No Nice have skill,1.5,40,0,1.0
8710,5805,new,4.Bronze,1.Bay Area,Web Frontend,p0,3,3,3,0,0.0,No Nice have skill,42.0,No Nice have skill,11.5,40,0,1.0
8711,8549,existing,4.Bronze,1.Bay Area,,,3,3,3,0,0.0,No Nice have skill,42.0,No Nice have skill,5.85,,0,0.0
8713,5866,new,4.Bronze,1.Bay Area,Data Engineering,p0,2,2,2,0,23.0,No Nice have skill,822.0,No Nice have skill,11.5,40,0,0.0
8714,5865,new,4.Bronze,1.Bay Area,Full Stack,p0,4,6,4,0,0.0,No Nice have skill,62.0,No Nice have skill,11.5,40,0,1.0
8715,5867,new,4.Bronze,1.Bay Area,Web Frontend,p0,6,6,6,0,0.0,No Nice have skill,4.0,No Nice have skill,11.5,40,0,1.0
8716,5875,new,2.Gold,1.Bay Area,Fullstack (BE-heavy),p0,9,6,5,4,0.0,0,9.0,392.0,22.2,40,0,0.0
8717,5874,new,2.Gold,1.Bay Area,Web Frontend,p0,5,5,5,0,0.0,No Nice have skill,136.0,No Nice have skill,22.2,40,0,0.0
8718,5873,new,2.Gold,1.Bay Area,DevOps,p0,6,3,4,2,0.0,0,0.0,591.0,22.2,40,0,0.0
8719,5876,new,4.Bronze,1.Bay Area,Full Stack,p0,3,5,3,0,50.0,No Nice have skill,8078.0,No Nice have skill,11.5,40,0,0.0
8720,5877,new,4.Bronze,2.Rest of US,Other,p0,2,1,2,0,0.0,No Nice have skill,910.0,No Nice have skill,7.4,40,0,0.0
8721,5878,new,4.Bronze,4.Others,Full Stack,p0,5,5,5,0,0.0,No Nice have skill,236.0,No Nice have skill,0.5,40,0,0.0
8722,5908,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,6,4,6,0,0.0,No Nice have skill,24.0,No Nice have skill,13.0,40,0,0.0
8723,5975,new,3.Silver,2.Rest of US,DevOps,p0,6,4,6,0,0.0,No Nice have skill,5.0,No Nice have skill,13.0,40,0,0.0
8724,5974,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,4,5,4,0,116.0,No Nice have skill,1771.0,No Nice have skill,13.0,40,0,0.0
8725,5976,new,3.Silver,2.Rest of US,Data Engineering,p0,3,3,3,0,53.0,No Nice have skill,242.0,No Nice have skill,13.0,40,0,0.0
8726,5909,new,4.Bronze,3.Top 30 GDP,Full Stack,p0,6,9,6,0,0.0,No Nice have skill,19.0,No Nice have skill,1.5,40,0,0.0
8727,7385,new,3.Silver,2.Rest of US,Mobile,,2,2,2,0,525.0,No Nice have skill,452.0,No Nice have skill,7.4,40,0,1.0
8728,6251,new,4.Bronze,2.Rest of US,Mobile,p2,2,2,2,0,525.0,No Nice have skill,1711.0,No Nice have skill,7.4,40,0,1.0
8729,5910,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,6,5,6,0,0.0,No Nice have skill,1.0,No Nice have skill,7.4,40,0,0.0
8730,7847,new,3.Silver,2.Rest of US,Mobile,p0,2,2,2,0,525.0,No Nice have skill,1711.0,No Nice have skill,13.0,40,0,0.0
8731,7766,new,3.Silver,2.Rest of US,Mobile,p0,3,1,3,0,0.0,No Nice have skill,1.0,No Nice have skill,13.0,40,0,0.0
8732,5911,new,4.Bronze,2.Rest of US,Backend Systems,,3,4,3,0,1.0,No Nice have skill,1590.0,No Nice have skill,7.4,,0,0.0
8733,5966,new,3.Silver,4.Others,Fullstack (FE-heavy),p0,2,4,2,0,579.0,No Nice have skill,1081.0,No Nice have skill,0.9,40,0,0.0
8734,5968,new,4.Bronze,2.Rest of US,Other,p0,4,1,4,0,0.0,No Nice have skill,0.0,No Nice have skill,7.4,40,0,0.0
8735,5967,new,4.Bronze,2.Rest of US,Web Frontend,p0,4,1,4,0,0.0,No Nice have skill,0.0,No Nice have skill,7.4,40,0,0.0
8736,5969,new,4.Bronze,1.Bay Area,Mobile,,4,5,4,0,0.0,No Nice have skill,11.0,No Nice have skill,11.5,,0,0.0
8737,5971,new,4.Bronze,4.Others,Fullstack (BE-heavy),,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,0.5,,0,0.0
8738,5609,new,4.Bronze,2.Rest of US,Web Backend,p0,8,11,4,4,0.0,1.0,1524.0,139.0,7.4,40,0,1.0
8739,5734,new,4.Bronze,2.Rest of US,Mobile,p0,4,5,2,2,163.0,50.0,2346.0,6864.0,7.4,40,0,1.0
8740,6881,existing,4.Bronze,2.Rest of US,,,8,11,4,4,0.0,0,169.0,44.0,3.9,,0,0.0
8741,6477,existing,4.Bronze,2.Rest of US,Backend Systems,p0,8,11,4,4,0.0,1.0,169.0,139.0,7.4,40,0,0.0
8742,7670,existing,4.Bronze,2.Rest of US,Mobile,p0,3,2,1,2,1442.0,0,4615.0,1751.0,3.9,40,0,0.0
8743,5733,new,4.Bronze,2.Rest of US,Web Backend,p0,8,10,4,4,0.0,0,1524.0,44.0,7.4,40,0,1.0
8744,6017,new,2.Gold,1.Bay Area,Backend Systems,p0,3,2,3,0,0.0,No Nice have skill,1.0,No Nice have skill,22.2,40,0,1.0
8745,7776,existing,2.Gold,1.Bay Area,Backend Systems,p0,2,3,2,0,81.0,No Nice have skill,2066.0,No Nice have skill,22.2,40,0,1.0
8746,9233,existing,2.Gold,1.Bay Area,Web Backend,p0,3,2,3,0,0.0,No Nice have skill,1.0,No Nice have skill,22.2,40,0,0.0
8747,5930,new,4.Bronze,2.Rest of US,Backend Systems,,2,3,2,0,428.0,No Nice have skill,4925.0,No Nice have skill,7.4,,0,0.0
8748,5932,new,4.Bronze,2.Rest of US,Full Stack,p0,4,7,4,0,0.0,No Nice have skill,2534.0,No Nice have skill,7.4,40,0,0.0
8749,6412,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,4,5,4,0,9.0,No Nice have skill,749.0,No Nice have skill,7.4,40,0,0.0
8751,6454,new,4.Bronze,2.Rest of US,,,1,1,1,0,56.0,No Nice have skill,190.0,No Nice have skill,7.4,,0,0.0
8752,7184,new,4.Bronze,2.Rest of US,Other,p0,1,1,1,0,515.0,No Nice have skill,1299.0,No Nice have skill,7.4,40,0,0.0
8753,7091,new,4.Bronze,2.Rest of US,Full Stack,p0,3,3,3,0,9.0,No Nice have skill,50.0,No Nice have skill,7.4,40,0,0.0
8754,7183,new,4.Bronze,2.Rest of US,Other,p0,7,5,7,0,0.0,No Nice have skill,0.0,No Nice have skill,7.4,40,0,0.0
8755,6560,new,3.Silver,1.Bay Area,Backend Systems,p0,2,3,2,0,377.0,No Nice have skill,4370.0,No Nice have skill,14.7,40,0,0.0
8756,6561,new,4.Bronze,1.Bay Area,Other,p0,2,3,2,0,0.0,No Nice have skill,137.0,No Nice have skill,11.5,40,0,1.0
8758,6563,new,2.Gold,1.Bay Area,Full Stack,p0,6,7,6,0,2.0,No Nice have skill,4.0,No Nice have skill,22.2,40,0,0.0
8759,6244,new,3.Silver,2.Rest of US,Backend Systems,p0,2,3,2,0,615.0,No Nice have skill,379.0,No Nice have skill,13.0,40,0,0.0
8760,6181,new,3.Silver,2.Rest of US,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,13.0,40,0,0.0
8762,6206,new,4.Bronze,1.Bay Area,Full Stack,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.5,40,0,0.0
8763,6208,new,3.Silver,1.Bay Area,Backend Systems,p0,3,4,3,0,22.0,No Nice have skill,19.0,No Nice have skill,14.7,40,0,0.0
8764,6383,new,2.Gold,2.Rest of US,Other,p0,4,6,3,1,17.0,9808.0,3309.0,17893.0,23.4,40,0,0.0
8765,6273,new,2.Gold,2.Rest of US,Web Backend,p0,5,6,5,0,0.0,No Nice have skill,0.0,No Nice have skill,23.4,40,0,0.0
8771,6386,new,4.Bronze,2.Rest of US,Web Backend,p0,5,5,5,0,0.0,No Nice have skill,54.0,No Nice have skill,7.4,40,0,0.0
8772,6389,new,4.Bronze,1.Bay Area,,,2,2,2,0,103.0,No Nice have skill,829.0,No Nice have skill,11.5,,0,0.0
8776,6669,new,2.Gold,1.Bay Area,Full Stack,p0,6,6,6,0,0.0,No Nice have skill,140.0,No Nice have skill,22.2,40,0,0.0
8777,6688,new,2.Gold,1.Bay Area,Full Stack,p0,3,4,3,0,33.0,No Nice have skill,2205.0,No Nice have skill,22.2,40,0,1.0
8779,6779,new,4.Bronze,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,11.5,,0,0.0
8782,6857,new,3.Silver,1.Bay Area,Web Frontend,,6,7,6,0,9.0,No Nice have skill,16.0,No Nice have skill,14.7,40,0,0.0
8783,6862,new,4.Bronze,2.Rest of US,Full Stack,,6,6,5,1,7.0,0,403.0,930.0,7.4,,0,0.0
8784,6906,new,3.Silver,1.Bay Area,Full Stack,p0,3,4,3,0,33.0,No Nice have skill,2205.0,No Nice have skill,14.7,40,0,1.0
8785,6927,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,3,3,3,0,257.0,No Nice have skill,2592.0,No Nice have skill,13.0,40,0,0.0
8786,6987,new,3.Silver,1.Bay Area,Full Stack,,4,5,4,0,170.0,No Nice have skill,3195.0,No Nice have skill,14.7,,0,0.0
8787,7061,new,3.Silver,1.Bay Area,,,2,2,2,0,336.0,No Nice have skill,5193.0,No Nice have skill,14.7,,0,0.0
8788,7060,new,3.Silver,1.Bay Area,,,4,5,4,0,4.0,No Nice have skill,504.0,No Nice have skill,14.7,,0,0.0
8789,7082,new,4.Bronze,2.Rest of US,Full Stack,,2,2,2,0,0.0,No Nice have skill,111.0,No Nice have skill,7.4,40,0,0.0
8790,7137,new,3.Silver,2.Rest of US,Full Stack,,2,3,2,0,135.0,No Nice have skill,10215.0,No Nice have skill,13.0,,0,0.0
8791,7170,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,2,2,2,0,0.0,No Nice have skill,2179.0,No Nice have skill,13.0,20,0,0.0
8792,7373,new,3.Silver,2.Rest of US,Data Engineering,p0,1,0,1,0,0.0,No Nice have skill,2255.0,No Nice have skill,13.0,40,0,0.0
8793,7190,new,3.Silver,2.Rest of US,,,2,3,2,0,321.0,No Nice have skill,4523.0,No Nice have skill,13.0,,0,0.0
8794,7374,new,3.Silver,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,13.0,,0,1.0
8796,7204,new,3.Silver,2.Rest of US,Mobile,,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,13.0,,0,0.0
8797,7203,new,3.Silver,2.Rest of US,,,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,13.0,,0,0.0
8800,7207,new,3.Silver,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,13.0,,0,0.0
